Student_ID,Previous_Score,Study_Time_Hours,Num_Revisions,Time_Gap_Days,Quiz_Score,Final_Score,Knowledge_Retention_Score,Risk_Level
438,94.11,33.26,5,22,58.44,49.71,43.19,High Risk
439,77.36,20.63,0,25,54.56,33.29,24.9,High Risk
440,81.02,8.93,6,23,74.33,53.22,44.54,High Risk
441,79.94,42.5,6,28,79.61,62.71,57.34,Medium Risk
442,87.6,38.81,0,3,74.61,53.03,45.39,High Risk
443,72.72,12.08,8,30,50.19,38.92,35.17,High Risk
444,50.55,31.9,5,30,73.93,50.58,44.54,High Risk
445,76.0,19.97,1,29,59.35,43.23,35.78,High Risk
446,60.23,27.63,4,22,83.04,50.58,45.61,High Risk
447,62.07,27.94,10,11,79.4,56.47,51.62,Medium Risk
448,78.8,22.66,3,20,63.72,47.02,41.59,High Risk
449,88.57,17.16,6,30,68.83,44.34,34.88,High Risk
450,70.32,18.09,7,29,62.29,44.95,34.27,High Risk
451,74.63,15.84,10,19,74.25,58.12,50.95,Medium Risk
452,95.53,16.68,10,9,86.46,62.28,58.19,Medium Risk
453,73.61,24.33,0,10,63.17,46.14,32.67,High Risk
454,100.0,17.84,4,2,81.05,65.3,58.78,Medium Risk
455,78.48,31.82,2,1,68.64,64.48,60.85,Medium Risk
456,43.59,39.87,0,30,65.49,43.46,35.53,High Risk
457,81.3,19.2,2,16,73.72,54.35,44.59,High Risk
458,75.72,27.39,5,18,62.58,56.63,48.27,High Risk
459,89.35,30.0,6,23,68.36,54.03,51.06,Medium Risk
460,80.1,29.72,7,26,60.63,54.85,45.84,High Risk
461,67.92,25.76,10,17,98.58,67.25,64.45,Medium Risk
462,51.64,32.43,3,6,75.42,46.74,40.58,High Risk
463,66.86,29.82,2,14,66.6,45.87,42.28,High Risk
464,57.24,12.62,4,23,77.57,42.55,33.86,High Risk
465,61.29,33.69,8,25,73.65,54.16,47.73,High Risk
466,78.83,33.87,5,15,72.35,58.14,48.71,High Risk
467,95.05,17.37,8,14,82.37,64.53,58.27,Medium Risk
468,75.92,25.38,5,24,84.09,48.41,41.97,High Risk
469,52.06,31.83,1,22,68.63,42.03,31.57,High Risk
470,76.67,22.91,4,3,68.09,54.58,46.15,High Risk
471,87.95,35.73,10,24,71.7,64.74,60.71,Medium Risk
472,60.85,48.64,8,23,47.38,51.85,46.28,High Risk
473,67.99,17.14,7,19,56.82,43.89,36.2,High Risk
474,70.22,11.19,6,25,91.4,49.23,40.57,High Risk
475,58.23,28.04,0,12,94.74,53.07,45.3,High Risk
476,79.72,32.22,3,2,72.01,65.05,62.05,Medium Risk
477,68.19,22.69,6,3,81.92,49.65,48.61,High Risk
478,76.29,39.53,10,18,78.74,64.67,64.07,Medium Risk
479,56.69,11.61,6,29,100.0,51.51,42.84,High Risk
480,63.44,31.93,5,1,88.43,55.4,54.57,Medium Risk
481,80.84,18.94,7,20,73.46,61.26,53.62,Medium Risk
482,64.41,42.19,10,21,63.53,62.88,56.02,Medium Risk
483,95.9,44.93,5,29,55.72,51.55,44.33,High Risk
484,64.01,17.33,9,6,77.44,52.53,44.17,High Risk
485,73.37,19.5,2,5,65.92,52.18,43.9,High Risk
486,83.99,33.6,3,1,57.93,56.88,51.39,Medium Risk
487,48.72,21.13,2,19,67.24,34.62,26.72,High Risk
488,43.59,24.55,0,1,62.02,43.07,31.42,High Risk
489,47.12,25.25,9,27,95.25,60.77,52.44,Medium Risk
490,88.94,5.8,4,21,85.58,38.79,31.5,High Risk
491,61.72,24.86,0,21,74.9,41.84,35.83,High Risk
492,100.0,18.1,0,16,92.76,52.63,46.13,High Risk
493,61.54,20.07,1,12,75.93,47.63,41.1,High Risk
494,72.77,39.44,3,27,64.66,47.69,39.26,High Risk
495,93.13,12.43,5,29,93.28,55.26,46.05,High Risk
496,100.0,33.13,7,22,81.47,54.29,53.48,Medium Risk
497,100.0,22.21,2,8,62.55,56.29,46.4,High Risk
498,88.13,22.2,0,26,72.72,45.4,37.77,High Risk
499,85.36,32.9,2,16,64.49,53.29,45.34,High Risk
500,78.89,28.4,2,28,58.41,45.69,35.56,High Risk
501,81.68,30.71,4,1,86.11,61.72,55.31,Medium Risk
502,61.73,34.68,10,4,97.91,68.64,65.64,Medium Risk
503,57.73,21.69,3,10,58.22,44.05,34.32,High Risk
504,69.95,18.88,3,11,81.76,51.53,43.69,High Risk
505,67.45,14.15,8,17,67.19,54.42,49.6,High Risk
506,63.2,16.75,6,25,69.15,40.34,34.81,High Risk
507,80.45,50.0,3,27,67.89,46.95,41.74,High Risk
508,84.33,37.45,2,23,64.63,52.15,45.44,High Risk
509,71.33,11.49,5,7,75.58,56.24,52.27,Medium Risk
510,92.16,11.78,2,12,65.03,41.11,33.35,High Risk
511,52.87,29.82,5,21,78.25,61.87,52.84,Medium Risk
512,67.1,30.47,10,7,74.4,66.92,61.5,Medium Risk
513,59.25,30.49,10,12,72.13,63.38,59.85,Medium Risk
514,42.0,22.45,8,15,64.11,56.1,48.45,High Risk
515,68.76,23.75,5,2,68.08,59.19,55.04,Medium Risk
516,68.17,28.28,3,14,84.06,53.91,47.11,High Risk
517,92.7,25.86,4,13,81.01,63.9,58.78,Medium Risk
518,79.46,2.81,5,4,63.27,49.38,42.77,High Risk
519,54.64,22.7,10,14,76.19,59.68,56.32,Medium Risk
520,97.81,16.49,2,14,84.02,61.14,53.36,Medium Risk
521,88.32,26.75,7,16,54.97,50.75,41.9,High Risk
522,78.73,50.0,3,7,81.52,63.63,65.17,Medium Risk
523,66.6,28.67,7,19,67.05,50.66,45.0,High Risk
524,55.61,21.86,9,2,81.85,60.53,57.61,Medium Risk
525,64.42,34.22,9,10,65.84,59.12,55.46,Medium Risk
526,86.33,29.83,2,18,53.34,49.43,39.63,High Risk
527,98.27,29.2,9,29,55.47,59.71,54.59,Medium Risk
528,93.15,31.07,6,17,75.58,51.14,47.4,High Risk
529,62.67,45.57,10,5,78.12,61.7,58.08,Medium Risk
530,53.21,13.69,8,12,64.15,42.44,31.7,High Risk
531,72.11,29.74,3,6,82.66,61.93,57.96,Medium Risk
532,43.47,15.74,7,22,55.06,36.42,27.14,High Risk
533,74.85,30.56,2,9,74.21,55.55,48.61,High Risk
534,67.79,15.81,6,20,60.47,48.4,36.45,High Risk
535,63.01,20.83,2,1,67.18,48.25,39.15,High Risk
536,46.08,22.05,6,22,75.57,52.97,42.96,High Risk
537,77.7,34.76,10,15,64.68,59.41,55.71,Medium Risk
538,62.01,34.18,9,21,70.39,55.19,49.0,High Risk
539,52.45,12.54,9,26,87.08,50.58,43.29,High Risk
540,26.92,25.55,10,6,68.08,57.54,51.63,Medium Risk
541,69.59,17.9,10,19,85.03,54.72,47.29,High Risk
542,96.58,12.41,5,18,61.44,50.63,45.58,High Risk
543,94.92,22.83,1,6,81.36,63.91,58.27,Medium Risk
544,63.14,21.92,10,13,92.3,53.11,50.45,Medium Risk
545,60.97,49.27,2,1,45.34,52.84,49.39,High Risk
546,77.03,29.33,5,23,65.44,53.27,41.24,High Risk
547,55.02,11.22,3,23,81.92,44.23,36.57,High Risk
548,74.53,19.35,5,26,72.56,43.72,32.83,High Risk
549,81.49,35.21,0,13,79.45,64.09,55.86,Medium Risk
550,88.4,45.88,9,7,67.75,58.03,58.32,Medium Risk
551,68.5,9.14,0,15,76.04,43.41,31.45,High Risk
552,66.94,6.2,2,12,73.13,46.88,36.98,High Risk
553,56.83,43.71,7,27,89.01,58.58,49.12,High Risk
554,57.6,28.9,7,26,78.05,45.46,39.78,High Risk
555,66.6,16.32,10,1,79.05,66.24,59.17,Medium Risk
556,75.51,30.35,3,15,70.06,51.04,45.65,High Risk
557,83.7,0.0,5,4,69.15,52.52,43.02,High Risk
558,57.95,25.03,7,13,69.81,56.6,50.84,Medium Risk
559,92.39,28.28,6,23,79.73,56.93,49.24,High Risk
560,65.93,34.24,10,27,69.95,56.87,50.97,Medium Risk
561,69.68,14.86,6,25,78.48,42.23,37.39,High Risk
562,58.79,25.86,3,5,99.9,49.62,49.83,High Risk
563,33.64,15.75,8,29,85.45,44.21,34.74,High Risk
564,83.26,27.55,9,2,71.09,62.68,59.01,Medium Risk
565,81.05,16.05,5,23,89.41,51.36,43.21,High Risk
566,65.78,20.92,10,26,70.1,55.8,50.38,Medium Risk
567,71.0,15.04,2,1,50.54,49.32,36.61,High Risk
568,77.74,31.51,4,16,62.9,49.83,41.71,High Risk
569,46.56,33.58,4,23,52.55,41.63,33.15,High Risk
570,62.06,22.65,4,6,70.78,53.66,46.23,High Risk
571,81.91,25.38,7,23,75.22,48.88,42.17,High Risk
572,51.19,10.51,8,16,95.12,52.57,45.49,High Risk
573,74.4,22.0,8,14,78.92,54.1,50.67,Medium Risk
574,49.65,24.5,5,29,72.37,42.85,33.58,High Risk
575,77.0,50.0,5,26,84.95,62.25,59.01,Medium Risk
576,69.47,13.88,8,3,48.47,49.89,45.17,High Risk
577,45.77,39.64,3,15,77.83,61.15,51.5,Medium Risk
578,87.47,34.97,5,3,84.25,63.99,62.7,Medium Risk
579,58.98,27.81,3,23,57.26,49.59,41.98,High Risk
580,57.85,42.59,10,29,88.73,57.13,53.42,Medium Risk
581,73.01,28.72,0,2,79.06,52.56,44.96,High Risk
582,87.23,28.89,6,1,70.02,62.45,61.24,Medium Risk
583,54.76,24.47,9,9,82.59,66.75,61.34,Medium Risk
584,70.93,37.24,10,9,100.0,70.22,62.69,Medium Risk
585,76.43,35.96,5,23,77.18,52.59,47.84,High Risk
586,80.4,18.74,8,7,77.98,60.37,52.42,Medium Risk
587,72.65,11.81,6,3,69.49,53.89,48.31,High Risk
588,64.49,22.97,6,26,64.8,49.07,37.58,High Risk
589,57.59,17.0,1,18,84.96,54.8,43.03,High Risk
590,71.29,24.36,10,11,64.73,57.44,52.38,Medium Risk
591,53.92,37.37,8,7,75.86,64.05,63.86,Medium Risk
592,26.18,20.43,9,9,69.27,51.19,41.61,High Risk
593,76.55,24.57,8,1,80.75,68.84,65.5,Medium Risk
594,83.56,25.58,5,29,79.0,52.83,44.79,High Risk
595,34.56,33.48,2,14,87.45,56.27,51.19,Medium Risk
596,54.85,2.53,0,20,68.88,26.44,15.26,High Risk
597,79.29,18.93,3,6,71.76,50.83,40.64,High Risk
598,100.0,27.11,2,7,63.25,63.42,58.48,Medium Risk
599,70.31,37.0,0,10,69.67,45.99,41.1,High Risk
600,59.08,20.08,2,7,79.53,49.26,39.86,High Risk
601,67.26,6.23,3,26,84.08,39.61,28.29,High Risk
602,90.62,31.2,7,2,63.93,67.37,65.03,Medium Risk
603,60.31,18.65,8,30,85.44,47.95,35.88,High Risk
604,58.01,13.1,2,4,91.27,51.03,45.34,High Risk
605,62.76,18.76,5,21,79.96,47.43,39.71,High Risk
606,55.7,23.15,9,30,97.52,60.21,53.34,Medium Risk
607,71.84,18.95,10,28,65.71,48.03,39.84,High Risk
608,94.37,2.94,4,17,60.06,43.35,37.65,High Risk
609,74.85,33.97,5,1,53.66,53.01,45.8,High Risk
610,66.21,37.75,3,10,92.95,68.85,67.1,Medium Risk
611,65.62,31.52,9,19,82.85,60.42,53.39,Medium Risk
612,46.55,13.62,5,15,74.33,45.99,37.1,High Risk
613,83.25,22.99,6,10,78.36,65.49,61.63,Medium Risk
614,68.83,24.93,8,19,61.49,47.31,41.76,High Risk
615,67.29,30.99,9,12,100.0,72.89,71.69,Medium Risk
616,100.0,31.68,6,24,76.55,58.41,50.58,Medium Risk
617,74.48,17.66,5,16,76.31,52.62,47.71,High Risk
618,58.72,25.82,0,9,83.71,47.79,39.82,High Risk
619,63.6,29.57,1,15,80.77,42.93,36.0,High Risk
620,87.23,39.56,0,30,77.69,48.55,43.65,High Risk
621,71.7,32.05,8,27,65.51,54.64,48.51,High Risk
622,48.43,32.89,9,28,80.66,48.32,39.96,High Risk
623,83.79,25.84,9,17,97.58,67.85,59.83,Medium Risk
624,59.98,39.1,8,14,91.15,67.88,65.98,Medium Risk
625,98.1,29.1,6,27,94.12,62.3,58.0,Medium Risk
626,86.2,16.39,1,18,68.87,41.48,34.98,High Risk
627,63.29,39.03,5,26,63.12,48.2,38.72,High Risk
628,89.22,31.98,10,2,73.49,77.93,76.42,Low Risk
629,71.02,20.57,3,4,75.67,51.29,40.4,High Risk
630,82.79,20.21,0,18,88.13,51.65,41.78,High Risk
631,77.27,27.97,0,7,54.69,42.48,32.22,High Risk
632,57.3,29.63,4,13,93.35,60.98,57.39,Medium Risk
633,60.35,26.97,1,15,73.1,47.41,38.75,High Risk
634,85.45,28.11,3,25,69.88,49.53,42.19,High Risk
635,64.98,42.0,0,23,62.85,58.7,51.0,Medium Risk
636,63.95,35.72,3,28,55.14,42.57,31.15,High Risk
637,55.67,26.91,10,22,84.88,63.49,60.1,Medium Risk
638,76.35,34.41,5,26,75.88,48.55,44.35,High Risk
639,100.0,14.67,9,1,59.52,63.11,55.56,Medium Risk
640,53.99,28.98,3,11,59.46,59.1,52.42,Medium Risk
641,70.36,43.09,0,10,70.97,52.8,46.8,High Risk
642,91.18,22.82,6,25,95.03,53.49,45.5,High Risk
643,68.81,16.52,1,5,71.88,50.03,42.35,High Risk
644,76.79,18.48,8,16,56.96,53.02,42.97,High Risk
645,54.06,14.1,2,11,72.05,42.06,37.41,High Risk
646,76.42,17.15,7,21,71.73,49.6,43.0,High Risk
647,67.19,21.29,7,6,42.64,61.86,53.33,Medium Risk
648,84.79,10.94,2,9,74.35,53.06,44.92,High Risk
649,87.81,25.16,3,13,72.23,53.08,41.92,High Risk
650,100.0,34.02,1,24,83.35,52.55,48.74,High Risk
651,78.69,15.92,3,8,97.19,56.36,47.77,High Risk
652,74.89,40.19,10,14,88.52,69.52,64.37,Medium Risk
653,72.92,30.11,10,24,71.77,49.92,46.61,High Risk
654,64.7,35.31,10,1,61.72,71.9,70.61,Medium Risk
655,75.08,18.42,8,17,100.0,57.73,52.43,Medium Risk
656,65.57,33.55,1,24,75.71,46.51,42.18,High Risk
657,72.53,14.08,2,5,75.17,48.71,41.57,High Risk
658,89.76,33.9,10,25,74.71,58.25,50.63,Medium Risk
659,54.9,26.72,10,2,77.38,63.11,59.87,Medium Risk
660,87.1,30.53,3,25,73.27,52.98,45.62,High Risk
661,89.76,13.24,4,28,68.12,47.28,38.48,High Risk
662,68.23,16.05,0,30,68.44,25.96,12.49,High Risk
663,38.17,30.97,6,24,74.61,41.17,33.23,High Risk
664,60.88,15.52,9,9,68.48,59.49,52.71,Medium Risk
665,89.45,29.63,6,4,66.45,54.47,52.06,Medium Risk
666,69.66,11.33,8,17,76.28,52.71,45.86,High Risk
667,55.01,33.48,3,17,71.94,47.32,35.69,High Risk
668,62.43,12.67,5,21,93.05,52.01,46.13,High Risk
669,82.61,30.52,10,18,43.19,56.42,52.34,Medium Risk
670,78.2,31.26,1,16,88.1,58.84,51.73,Medium Risk
671,66.42,18.03,3,30,89.95,50.04,42.14,High Risk
672,64.5,30.82,1,8,50.12,53.96,45.58,High Risk
673,64.12,27.6,9,26,70.89,47.89,39.76,High Risk
674,56.16,19.61,4,11,70.54,40.66,36.8,High Risk
675,94.23,14.91,6,21,58.11,54.55,45.23,High Risk
676,65.17,5.37,0,21,65.67,44.17,30.03,High Risk
677,88.26,28.5,9,18,61.67,57.51,48.68,High Risk
678,92.82,9.35,9,23,96.03,48.44,49.39,High Risk
679,84.97,25.95,6,29,86.23,52.49,44.48,High Risk
680,63.53,22.37,9,24,90.26,48.83,42.2,High Risk
681,76.06,31.79,5,10,83.66,53.17,49.17,High Risk
682,69.64,21.98,5,13,61.45,44.98,35.92,High Risk
683,56.44,21.71,7,17,68.71,48.59,41.11,High Risk
684,74.87,32.32,7,18,80.87,61.03,55.02,Medium Risk
685,52.31,28.35,5,10,60.33,51.77,44.57,High Risk
686,87.82,28.16,2,16,83.56,50.84,46.35,High Risk
687,63.03,29.69,4,20,72.12,46.61,39.7,High Risk
688,73.02,9.64,1,5,70.5,45.91,39.23,High Risk
689,74.25,32.57,4,13,83.53,48.53,44.96,High Risk
690,66.12,31.12,8,18,80.33,59.31,57.57,Medium Risk
691,78.8,14.83,9,17,70.67,59.03,54.32,Medium Risk
692,62.88,22.56,0,9,88.91,51.36,40.64,High Risk
693,83.07,24.61,9,14,62.03,54.59,49.57,High Risk
694,49.81,23.66,4,17,82.39,52.77,47.86,High Risk
695,71.9,28.34,5,29,82.12,47.83,42.73,High Risk
696,99.08,39.31,10,4,71.29,74.36,72.87,Medium Risk
697,55.0,35.82,6,18,78.91,57.19,48.54,High Risk
698,59.83,11.88,8,27,59.99,52.8,41.0,High Risk
699,77.71,31.22,5,20,86.09,59.62,53.81,Medium Risk
700,72.69,38.29,4,24,72.78,55.02,48.43,High Risk
701,75.26,28.87,6,24,68.73,52.55,47.05,High Risk
702,77.34,35.91,0,15,87.59,51.91,45.83,High Risk
703,79.52,45.12,10,11,66.55,66.14,61.1,Medium Risk
704,86.65,35.24,4,12,58.1,57.53,52.7,Medium Risk
705,76.15,27.49,1,9,56.32,48.28,40.75,High Risk
706,66.38,35.45,3,13,82.27,51.35,44.25,High Risk
707,80.09,26.45,6,15,59.63,59.1,55.35,Medium Risk
708,98.5,25.24,4,27,96.06,60.65,56.0,Medium Risk
709,68.01,21.49,5,15,50.02,41.87,37.39,High Risk
710,55.38,40.63,1,28,95.36,50.75,42.07,High Risk
711,86.61,16.82,2,5,77.53,59.74,48.8,High Risk
712,68.19,40.32,6,23,73.84,56.5,52.01,Medium Risk
713,37.41,30.0,10,19,68.46,45.03,35.35,High Risk
714,82.71,11.01,1,26,79.79,52.86,43.94,High Risk
715,61.97,28.68,5,20,74.55,50.38,39.78,High Risk
716,68.64,4.0,4,26,88.24,43.3,34.79,High Risk
717,74.98,31.26,9,25,76.37,53.66,51.58,Medium Risk
718,72.86,33.85,0,26,76.8,55.04,48.14,High Risk
719,80.64,19.08,10,26,70.64,53.46,46.51,High Risk
720,63.47,26.24,9,14,74.32,63.25,59.93,Medium Risk
721,77.7,44.54,10,28,78.69,63.73,60.0,Medium Risk
722,66.11,19.94,3,17,54.48,39.27,28.73,High Risk
723,81.08,14.41,10,18,58.82,53.76,46.3,High Risk
724,79.23,39.82,1,21,83.92,54.52,47.36,High Risk
725,55.97,44.63,3,3,77.05,55.36,49.74,High Risk
726,86.29,25.04,0,2,72.79,56.69,49.9,High Risk
727,61.96,35.11,1,1,75.22,55.52,50.11,Medium Risk
728,82.12,38.41,7,10,79.17,68.34,63.82,Medium Risk
729,75.51,17.58,5,19,68.52,48.07,41.66,High Risk
730,97.57,20.15,1,17,65.66,45.76,37.02,High Risk
731,66.65,37.31,5,12,77.35,58.19,56.8,Medium Risk
732,64.76,41.85,9,1,63.26,62.1,58.55,Medium Risk
733,69.71,30.63,8,12,79.9,49.67,40.66,High Risk
734,65.45,16.2,6,17,54.57,43.6,37.09,High Risk
735,82.0,44.87,8,24,87.35,61.59,57.78,Medium Risk
736,45.76,19.69,4,3,80.67,49.3,47.64,High Risk
737,54.19,21.65,6,11,78.07,58.4,56.41,Medium Risk
738,53.98,28.42,10,17,86.79,65.66,64.84,Medium Risk
739,84.25,40.54,6,23,94.99,62.79,58.24,Medium Risk
740,95.66,33.54,2,26,87.17,52.32,44.57,High Risk
741,68.43,29.15,6,3,52.91,57.2,51.64,Medium Risk
742,67.47,29.63,0,8,59.65,45.15,37.39,High Risk
743,71.05,25.44,8,20,67.5,54.12,48.59,High Risk
744,87.43,30.58,9,4,75.31,65.84,60.51,Medium Risk
745,56.09,0.0,5,21,81.21,43.49,33.83,High Risk
746,73.58,22.03,4,22,66.29,42.82,34.36,High Risk
747,84.63,27.41,6,7,77.24,68.57,62.48,Medium Risk
748,77.52,13.49,4,14,65.94,49.28,36.73,High Risk
749,72.84,28.86,9,14,67.66,58.48,56.22,Medium Risk
750,85.02,22.96,4,4,58.12,50.08,41.3,High Risk
751,29.45,42.55,10,16,63.92,64.58,52.99,Medium Risk
752,80.17,40.73,9,24,58.78,53.86,46.63,High Risk
753,60.19,20.34,10,29,63.29,49.0,40.97,High Risk
754,42.54,23.49,6,22,87.64,53.74,47.31,High Risk
755,77.67,24.26,9,30,63.61,50.44,41.82,High Risk
756,90.6,20.48,6,1,100.0,65.24,59.67,Medium Risk
757,67.94,26.95,10,17,80.92,59.61,57.63,Medium Risk
758,84.29,17.42,2,25,77.22,42.58,33.29,High Risk
759,94.18,13.69,2,10,64.7,43.22,39.7,High Risk
760,89.72,31.23,9,22,83.4,63.01,59.28,Medium Risk
761,94.6,31.3,2,16,68.09,57.13,53.67,Medium Risk
762,81.13,16.96,5,16,76.46,53.14,45.58,High Risk
763,71.13,33.95,5,26,100.0,54.62,52.42,Medium Risk
764,45.97,18.68,2,8,73.85,48.18,41.51,High Risk
765,66.31,27.53,2,29,88.79,49.66,39.66,High Risk
766,57.35,33.2,7,7,66.56,58.57,54.9,Medium Risk
767,100.0,24.66,7,28,74.58,55.5,54.13,Medium Risk
768,67.36,29.55,6,6,96.25,63.34,58.53,Medium Risk
769,71.85,19.84,9,16,67.48,40.16,31.67,High Risk
770,78.27,23.04,3,20,96.75,51.07,44.3,High Risk
771,70.65,22.94,3,16,83.49,55.26,50.9,Medium Risk
772,95.43,17.53,2,7,68.25,56.67,45.91,High Risk
773,60.66,23.23,4,9,82.59,49.69,46.01,High Risk
774,72.92,9.51,2,14,86.67,58.65,46.22,High Risk
775,58.86,20.09,7,11,82.46,54.45,49.04,High Risk
776,50.2,22.15,6,26,56.16,33.39,21.28,High Risk
777,60.82,22.44,2,26,66.27,33.65,23.5,High Risk
778,69.44,22.59,8,14,72.03,56.07,51.63,Medium Risk
779,63.56,24.38,4,7,74.11,51.92,46.86,High Risk
780,59.61,29.79,8,1,82.45,71.08,67.35,Medium Risk
781,48.91,33.75,6,26,77.13,44.18,38.75,High Risk
782,68.75,18.5,6,25,58.98,43.77,33.8,High Risk
783,47.43,12.97,5,13,79.56,39.73,35.12,High Risk
784,81.4,14.58,1,20,82.33,45.11,35.71,High Risk
785,71.24,20.13,8,3,81.72,55.98,47.85,High Risk
786,48.14,21.48,5,20,87.97,45.6,40.18,High Risk
787,65.36,17.3,7,4,85.01,60.35,53.74,Medium Risk
788,58.72,12.04,0,29,80.51,36.53,25.53,High Risk
789,74.79,20.44,4,26,74.16,58.5,49.13,High Risk
790,90.11,26.81,0,11,55.07,53.44,48.94,High Risk
791,41.87,30.95,9,2,80.16,64.47,53.55,Medium Risk
792,71.73,19.43,10,14,77.49,45.73,43.14,High Risk
793,67.6,20.87,7,12,78.26,54.82,49.35,High Risk
794,80.07,15.73,7,30,59.68,42.68,37.59,High Risk
795,73.2,24.69,0,17,62.03,43.96,30.32,High Risk
796,58.72,16.52,8,12,87.64,52.75,46.59,High Risk
797,65.21,30.73,1,26,74.53,50.94,44.11,High Risk
798,58.06,7.14,8,12,83.18,52.19,44.13,High Risk
799,86.14,21.4,0,1,75.34,56.95,51.2,Medium Risk
800,70.32,28.01,9,13,75.36,54.99,50.22,Medium Risk
801,98.52,26.84,8,14,86.26,62.31,61.03,Medium Risk
802,69.09,50.0,3,24,68.81,52.56,45.28,High Risk
803,59.37,28.5,8,30,76.15,48.55,39.74,High Risk
804,47.29,14.96,6,2,69.45,57.43,50.05,Medium Risk
805,42.95,24.05,10,12,69.79,52.79,41.2,High Risk
806,46.24,7.24,5,26,71.29,35.28,29.53,High Risk
807,74.01,24.19,4,21,77.67,49.07,41.5,High Risk
808,77.63,16.67,10,28,69.26,55.22,46.04,High Risk
809,46.28,34.15,8,16,90.07,57.54,52.23,Medium Risk
810,83.43,19.5,1,4,64.26,49.41,47.6,High Risk
811,62.75,23.83,10,8,72.76,53.59,50.21,Medium Risk
812,72.2,18.64,1,2,69.72,55.94,49.1,High Risk
813,94.18,42.39,10,10,92.36,75.27,73.36,Medium Risk
814,83.45,21.79,8,9,77.36,56.92,49.47,High Risk
815,65.97,43.33,2,23,87.38,55.75,51.64,Medium Risk
816,56.63,33.14,7,15,57.17,51.51,43.74,High Risk
817,37.72,29.82,10,13,78.2,48.42,42.9,High Risk
818,59.21,28.69,8,23,85.68,57.47,51.18,Medium Risk
819,66.83,28.94,7,17,75.99,59.92,54.77,Medium Risk
820,55.19,5.72,3,30,87.79,42.82,35.57,High Risk
821,68.03,22.21,0,16,68.79,45.71,33.24,High Risk
822,71.15,33.45,3,28,91.91,49.72,46.41,High Risk
823,66.63,24.51,8,2,100.0,67.22,64.38,Medium Risk
824,60.25,10.95,1,20,70.65,43.57,36.57,High Risk
825,72.53,24.48,2,20,69.65,46.98,34.14,High Risk
826,76.63,42.04,9,27,92.44,63.24,57.55,Medium Risk
827,53.64,37.47,7,14,93.95,57.28,53.23,Medium Risk
828,91.16,24.38,5,3,68.73,53.33,47.36,High Risk
829,68.52,34.51,7,23,69.96,58.71,48.74,High Risk
830,70.28,21.33,6,12,71.62,58.17,55.08,Medium Risk
831,80.62,7.96,4,8,58.87,42.85,37.98,High Risk
832,73.5,15.76,8,2,63.98,54.01,46.79,High Risk
833,84.3,40.63,3,4,62.95,60.97,55.43,Medium Risk
834,74.31,22.26,5,14,65.79,54.89,46.95,High Risk
835,60.81,22.57,1,16,74.58,46.37,36.28,High Risk
836,75.42,22.0,1,19,77.81,56.54,46.25,High Risk
837,52.84,44.04,1,2,93.61,54.73,52.71,Medium Risk
838,71.63,41.26,9,12,63.02,58.23,55.8,Medium Risk
839,69.5,47.19,6,29,86.81,61.16,54.8,Medium Risk
840,66.88,23.41,1,14,72.43,46.54,40.93,High Risk
841,68.07,27.96,1,6,74.41,49.77,45.85,High Risk
842,41.77,9.83,8,13,83.1,48.79,36.33,High Risk
843,61.77,39.77,6,4,61.53,65.09,65.41,Medium Risk
844,71.39,13.32,10,22,79.59,52.34,46.3,High Risk
845,72.4,27.17,2,18,77.0,50.28,43.0,High Risk
846,54.58,14.03,2,12,80.91,51.33,40.88,High Risk
847,88.99,19.11,6,20,78.47,48.1,44.8,High Risk
848,57.01,16.63,4,27,100.0,49.5,40.84,High Risk
849,84.54,18.92,9,22,67.35,49.26,43.8,High Risk
850,76.41,19.61,5,30,68.63,47.89,38.29,High Risk
851,60.31,19.52,7,21,67.52,45.18,38.74,High Risk
852,96.63,33.33,8,19,68.33,64.75,57.0,Medium Risk
853,52.1,13.95,0,8,67.35,35.78,26.97,High Risk
854,83.79,27.21,2,7,89.27,50.9,49.78,High Risk
855,85.01,37.18,10,16,92.05,62.15,59.66,Medium Risk
856,59.94,19.87,6,19,68.15,44.54,36.33,High Risk
857,90.89,17.82,5,6,65.01,47.32,36.44,High Risk
858,66.25,22.69,6,20,80.66,48.67,43.99,High Risk
859,74.33,36.8,7,27,68.37,49.06,44.43,High Risk
860,73.9,26.94,5,21,82.6,56.39,48.09,High Risk
861,67.99,19.69,2,11,77.44,47.19,42.43,High Risk
862,82.16,29.84,1,5,56.81,56.2,50.7,Medium Risk
863,81.9,13.98,6,16,93.57,66.89,64.01,Medium Risk
864,43.77,31.81,10,7,96.55,70.54,67.63,Medium Risk
865,89.57,29.09,0,27,67.65,41.76,34.08,High Risk
866,45.06,21.92,2,5,70.35,43.68,36.92,High Risk
867,85.49,16.61,10,11,78.43,65.56,61.12,Medium Risk
868,86.9,16.13,3,15,79.01,43.1,36.12,High Risk
869,53.64,30.35,0,3,82.9,49.01,44.66,High Risk
870,63.84,37.29,4,26,99.12,57.84,49.23,High Risk
871,53.41,18.63,9,5,72.88,60.11,53.92,Medium Risk
872,66.78,29.58,2,23,65.42,51.04,39.38,High Risk
873,65.38,4.13,1,21,58.45,33.2,19.54,High Risk
874,81.69,19.15,2,5,66.23,47.3,42.3,High Risk
875,89.65,24.69,7,9,74.6,62.92,58.41,Medium Risk
876,90.94,15.9,5,15,96.53,53.58,49.51,High Risk
